appName,hasConfig,pinSetCount,expiringPinSetCount,hasBaseConfig,hasBaseConfigClear,hasBaseConfigTrustAnchors,hasBaseConfigUserCerts,hasBaseConfigSystemCerts,hasBaseConfigCustomCerts,baseConfigCustomCertCount,hasDomainConfigs,domainConfigsPermitClear,domainConfigsNestedPermitClear,hasDebugOverrides,hasDebugUserCerts,hasDebugSystemCerts,hasDebugCustomCerts,debugCustomCertCount
net.chordify.chordify,True,0,0,False,False,False,False,False,False,0,False,False,False,True,True,False,False,0
net.beginners.weight.loss.workout.women.yoga.go,True,0,0,False,False,False,False,False,False,0,True,True,False,True,True,False,False,0
at.rma.inspi.news,True,0,0,True,True,True,False,True,False,0,False,False,False,True,True,False,False,0
com.discord,True,0,0,True,False,False,False,False,False,0,False,False,False,True,True,False,False,0
at.apptec.br,True,0,0,True,True,False,False,False,False,0,False,False,False,False,False,False,False,0
com.momondo.flightsearch,True,0,0,True,True,False,False,False,False,0,False,False,False,True,True,True,True,2
screen.mirroring.screenmirroring,True,0,0,True,True,True,False,True,False,0,False,False,False,True,True,False,False,0
hu.otpbank.mobile,True,3,3,True,False,True,False,True,False,0,True,False,False,False,False,False,False,0
de.limango.shop,True,0,0,True,True,False,False,False,False,0,True,False,False,True,True,False,False,0
com.microsoft.windowsintune.companyportal,True,0,0,True,False,False,False,False,False,0,False,False,False,False,False,False,False,0
de.pixelhouse,True,0,0,False,False,False,False,False,False,0,True,True,False,True,True,False,False,0
com.buzz09,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
de.sde.mobile,True,0,0,False,False,False,False,False,False,0,False,False,False,True,True,False,False,0
com.charlie_names.charlies_names,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
cz.skodaauto.connect,True,0,0,True,False,True,False,True,True,2,False,False,False,True,True,False,False,0
com.pinterest,True,0,0,True,True,False,False,False,False,0,True,False,False,True,True,False,False,0
com.getsomeheadspace.android,True,0,0,False,False,False,False,False,False,0,True,True,False,True,True,False,False,0
com.agminstruments.drumpadmachine,True,0,0,True,False,True,False,True,False,0,True,True,False,True,True,False,False,0
com.livetvallchannels.tvallchannel.freetv.allchannelsguide.livelifeapp,True,0,0,True,True,True,False,True,False,0,True,True,False,False,False,False,False,0
com.eup.heyjapan,True,0,0,True,True,False,False,False,False,0,False,False,False,False,False,False,False,0
pl.y0.mandelbrotbrowser,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.tipstocatown_city_hospitaltown_s0boca.tocabuildyourownworld_pets2,True,0,0,True,True,True,False,True,False,0,True,True,False,False,False,False,False,0
com.behance.behance,True,0,0,True,False,False,False,False,False,0,False,False,False,False,False,False,False,0
com.vicman.toonmeapp,True,0,0,False,False,False,False,False,False,0,True,True,False,True,True,False,False,0
battle.royale.wallpapers.hd,True,0,0,True,True,False,False,False,False,0,False,False,False,False,False,False,False,0
com.Splitwise.SplitwiseMobile,True,0,0,True,False,True,False,True,True,3,True,True,False,False,False,False,False,0
com.teamsante.app,True,0,0,True,True,False,False,False,False,0,False,False,False,False,False,False,False,0
app.beerbuddy.android,True,0,0,True,True,False,False,False,False,0,False,False,False,False,False,False,False,0
com.microsoft.office.powerpoint,True,0,0,True,True,True,False,True,False,0,False,False,False,True,True,False,False,0
com.moonlab.unfold,True,0,0,False,False,False,False,False,False,0,False,False,False,True,True,False,False,0
com.guardian,True,0,0,True,False,True,False,True,False,0,True,True,False,True,True,False,False,0
com.shaiban.audioplayer.mplayer,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
de.zalando.mobile,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.dephotos.crello,True,0,0,False,False,False,False,False,False,0,True,True,False,True,True,False,False,0
at.gebrauchtwagen.mobile,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.lillydoo.app.android.lillydoonamesfinderapp,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
freemusic.player,True,0,0,True,True,True,False,True,False,0,False,False,False,False,False,False,False,0
com.antivirus,True,0,0,True,False,False,False,False,False,0,True,True,False,True,True,False,False,0
de.labuniq.medilabsalzburg,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
at.esquirrel.app,True,0,0,True,True,False,False,False,False,0,False,False,False,True,True,False,False,0
com.myicon.themeiconchanger,True,0,0,True,True,True,False,True,False,0,True,True,False,False,False,False,False,0
at.gv.bka.serviceportal,True,0,0,True,True,True,True,True,False,0,False,False,False,False,False,False,False,0
de.zeit.print.android,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.digitalchemy.currencyconverter,True,0,0,True,True,True,False,True,False,0,True,True,False,False,False,False,False,0
io.hexman.xiconchanger,True,0,0,True,True,True,False,True,False,0,True,True,False,False,False,False,False,0
de.aboutyou.mobile.app,True,0,0,False,False,False,False,False,False,0,True,True,False,True,True,False,False,0
com.popularapp.periodcalendar,True,0,0,True,True,False,False,False,False,0,False,False,False,False,False,False,False,0
com.lafourchette.lafourchette,True,0,0,False,False,False,False,False,False,0,False,False,False,True,True,False,False,0
blw.babyledweaning.recipes,True,0,0,True,True,False,False,False,False,0,False,False,False,False,False,False,False,0
com.vblast.flipaclip,True,0,0,True,True,True,False,True,True,1,True,False,False,False,False,False,False,0
com.adobe.lrmobile,True,0,0,True,False,True,False,True,False,0,False,False,False,True,True,False,False,0
com.make.money.now.big.cash.reward.app.paid.surveys.earn.money.mini.job,True,0,0,True,True,True,False,True,False,0,False,False,False,False,False,False,False,0
de.kika.kikaplayer,True,0,0,False,False,False,False,False,False,0,True,True,False,True,True,False,False,0
com.cast.tv.screenmirror,True,0,0,True,True,True,False,True,False,0,False,False,False,False,False,False,False,0
sms.mms.messages.text.free,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.viamichelin.android.viamichelinmobile,True,0,0,True,False,True,True,True,False,0,True,True,False,False,False,False,False,0
com.beauty.beautycamera.selfiecamera.camera,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.mogree.edugroup.hallo.parent,True,0,0,True,True,False,False,False,False,0,False,False,False,False,False,False,False,0
io.homeassistant.companion.android,True,0,0,True,True,True,True,True,False,0,False,False,False,False,False,False,False,0
at.willhaben,True,0,0,True,False,False,False,False,False,0,False,False,False,False,False,False,False,0
com.microsoft.office.excel,True,0,0,True,True,True,False,True,False,0,False,False,False,True,True,False,False,0
com.nokoprint,True,0,0,True,True,True,False,True,False,0,False,False,False,False,False,False,False,0
de.rtl.video,True,0,0,False,False,False,False,False,False,0,True,True,False,True,True,True,False,0
gfxtool.gamebooster.gfx,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
eu.wittgruppe.siehan,True,0,0,False,False,False,False,False,False,0,False,False,False,True,True,False,False,0
com.microsoft.skydrive,True,0,0,True,True,False,False,False,False,0,False,False,False,False,False,False,False,0
com.backthen.android,True,0,0,True,False,True,True,True,False,0,False,False,False,False,False,False,False,0
com.appxstudio.blenderdoubleexposure,True,0,0,True,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.loudtalks,True,0,0,True,True,True,True,True,False,0,False,False,False,False,False,False,False,0
com.blackapps.kochbuch2,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
de.zdf.mediathek.tivi,True,0,0,True,False,True,True,True,False,0,True,True,False,False,False,False,False,0
kr.co.company.hwahae,True,0,0,True,True,False,False,False,False,0,False,False,False,True,True,False,False,0
com.plantjammer.plantjammer,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
org.x90live.bayern,True,0,0,True,True,True,False,True,False,0,True,True,False,True,True,True,False,0
com.asana.app,True,0,0,True,False,True,True,True,False,0,True,True,False,False,False,False,False,0
com.azure.authenticator,True,5,0,True,False,True,True,True,False,0,True,False,False,False,False,False,False,0
online.passportphoto.visa.id.app,True,0,0,True,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.music.down.opmljd,True,0,0,True,True,False,False,False,False,0,False,False,False,False,False,False,False,0
com.schibsted.hasznaltauto,True,0,0,False,False,False,False,False,False,0,False,False,False,True,True,False,False,0
de.sky.bw,True,0,0,True,True,False,False,False,False,0,False,False,False,True,True,False,False,0
com.hdwallpaper.wallpaper,True,0,0,True,True,False,False,False,False,0,False,False,False,False,False,False,False,0
com.shareitagain.mymoodsmiley,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.pozitron.hepsiburada,True,0,0,True,False,False,False,False,False,0,False,False,False,True,True,False,False,0
co.squidapp.squid,True,0,0,True,True,True,False,True,False,0,False,False,False,True,True,False,False,0
com.zentertain.photocollage,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.ewa.ewaapp,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.topco.toptoon.google.re,True,0,0,True,True,False,False,False,False,0,False,False,False,True,False,False,True,1
com.pakdata.QuranMajeed,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.trivago,True,0,0,True,True,True,False,True,False,0,False,False,False,False,False,False,False,0
de.tagesschau,True,0,0,True,True,False,False,False,False,0,False,False,False,True,True,True,False,0
com.mobilefootie.wc2010,True,0,0,True,True,True,False,True,False,0,False,False,False,True,True,True,False,0
com.deniskebap,True,0,0,True,True,False,False,False,False,0,False,False,False,False,False,False,False,0
com.accurate.weather.forecast.live,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.fishfeedandgrow.fishfeedab,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
periodtracker.pregnancy.ovulationtracker,True,0,0,True,True,False,False,False,False,0,False,False,False,False,False,False,False,0
in.sweatco.app,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.walkfit.weightloss.steptracker.pedometer,True,0,0,False,False,False,False,False,False,0,False,False,False,True,True,False,False,0
com.virtualmaze.offlinemapnavigationtracker,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.yadavapp.keypadlockscreen,True,0,0,True,True,True,True,True,False,0,False,False,False,False,False,False,False,0
com.pl.premierleague,True,0,0,True,True,False,False,False,False,0,False,False,False,True,True,False,False,0
com.yoc.swiss.swiss,True,0,0,False,False,False,False,False,False,0,False,False,False,True,True,False,False,0
com.rubycell.pianisthd,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.todaytix.TodayTix,True,0,0,True,True,False,False,False,False,0,False,False,False,True,True,True,False,0
de.hafas.android.svv,True,0,0,True,False,True,False,True,False,0,False,False,False,True,True,True,False,0
com.poqstudio.app.orsay,True,0,0,True,True,False,False,False,False,0,False,False,False,True,True,False,False,0
dominos.austria,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.puretube.videotube.guideplaytube,True,0,0,True,True,True,False,True,False,0,False,False,False,False,False,False,False,0
com.documentreader.documentapp.filereader,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.charuthadev.huggymobilepoppytips,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.careem.acma,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
tk.shkabaj.android.shkabaj,True,0,0,True,True,True,False,True,False,0,False,False,False,True,True,False,False,0
com.wizzair.WizzAirApp,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.muslimappassistant.Islampro.qiblafinder.quranprayerdua,True,0,0,True,True,False,False,False,False,0,True,True,False,False,False,False,False,0
com.toluna.webservice,True,0,0,True,True,True,True,True,False,0,False,False,False,False,False,False,False,0
de.hafas.android.db,True,0,0,True,False,True,False,True,False,0,False,False,False,True,True,True,False,0
women.workout.female.fitness,True,0,0,True,True,False,False,False,False,0,False,False,False,False,False,False,False,0
com.womboai.wombo,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
de.keleya.app,True,0,0,True,False,True,False,True,False,0,True,True,False,False,False,False,False,0
com.web_view_mohammed.ad.webview_app,True,0,0,True,True,True,False,True,False,0,False,False,False,False,False,False,False,0
com.alarmclock.xtreme.free,True,0,0,True,True,False,False,False,False,0,False,False,False,False,False,False,False,0
com.autoscout24,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.uefa.ucl,True,0,0,False,False,False,False,False,False,0,False,False,False,True,True,True,False,0
de.empfohlen.onlyone,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
biblia.de.estudio.thompson.gratis,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
at.meisterwork.loyalty.texmex,True,0,0,True,False,False,False,False,False,0,False,False,False,False,False,False,False,0
com.codefluegel.wbgkundenapp,True,0,0,True,True,False,False,False,False,0,False,False,False,False,False,False,False,0
com.pregnancy.tracker.due.date.countdown.contraction.timer,True,0,0,True,True,True,True,True,False,0,True,True,False,False,False,False,False,0
com.skypicker.main,True,0,0,False,False,False,False,False,False,0,False,False,False,True,True,False,False,0
at.mobilkom.android.handyparken,True,0,0,True,False,False,False,False,False,0,True,False,False,True,True,False,False,0
beautyrooom.filtersforselfie.sweet.face.camera.selfies,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.timeless.investments.app,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
org.iggymedia.periodtracker,True,0,0,True,False,False,False,False,False,0,False,False,False,True,True,True,False,0
com.tpf.gavw.mcyzj,True,0,0,True,True,False,False,False,False,0,True,True,False,False,False,False,False,0
at.oamtc.cityguide,True,0,0,False,False,False,False,False,False,0,False,False,False,True,True,False,False,0
us.ZieliFun.pathfinder,True,0,0,True,True,True,False,True,False,0,False,False,False,False,False,False,False,0
com.tayu.tau.pedometer,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.fortinet.android.ftm,True,0,0,False,False,False,False,False,False,0,True,False,False,False,False,False,False,0
com.splendapps.voicerec,True,0,0,True,True,False,False,False,False,0,True,True,False,False,False,False,False,0
com.bluearts.bonjour,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
fr.vestiairecollective,True,0,0,False,False,False,False,False,False,0,True,True,False,True,True,True,False,0
pedometer.stepcounter.calorieburner.pedometerforwalking,True,0,0,True,True,False,False,False,False,0,False,False,False,False,False,False,False,0
de.tui.meinetui,True,0,0,True,False,True,False,True,False,0,True,True,False,True,True,False,False,0
com.guppir.swipr,True,0,0,True,True,True,True,True,False,0,True,True,False,True,True,False,False,0
com.tvtwo.highest.paying.cash.app.make.money.surveys.rewards.free.income,True,0,0,True,True,True,False,True,False,0,False,False,False,False,False,False,False,0
free.video.downloader.freevideodownloader2021.video.saver.videosaverlite,True,0,0,True,True,True,False,True,False,0,True,True,False,False,False,False,False,0
com.fiverr.fiverr,True,0,0,True,True,True,False,True,False,0,True,True,False,False,False,False,False,0
com.deliveroo.orderapp,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
de.spiegel.android.app.spon,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.mobisystems.fileman,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.QuantumAppx.LogoMaker,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
co.storewards,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
eu.medicalit.notruf,True,2,0,True,False,True,False,True,False,0,True,False,False,False,False,False,False,0
com.popicorns.homary,True,0,0,True,True,True,False,True,False,0,False,False,False,False,False,False,False,0
com.bskyb.skyx.at,True,0,0,True,True,False,False,False,False,0,False,False,False,True,True,False,False,0
com.drilens.wamr,True,0,0,True,True,True,False,True,False,0,True,True,False,True,True,False,False,0
com.downloadfacebookvideos.savefbvideos,True,0,0,True,True,True,False,True,False,0,False,False,False,False,False,False,False,0
eu.livesport.ErgebnisseLive_com,True,0,0,True,True,True,False,True,True,2,True,False,False,False,False,False,False,0
stickers.network,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.TipsTeardownMod.patpz,True,0,0,True,True,True,False,True,False,0,True,True,False,False,False,False,False,0
us.zoom.videomeetings,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.hypeup,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
at.lieferservice.android,True,0,0,False,False,False,False,False,False,0,True,True,False,True,True,False,False,0
com.herman.ringtone,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
at.apa.pdfwlclient.kurier,True,0,0,True,True,True,False,True,False,0,False,False,False,False,False,False,False,0
com.real.cashapp.make.money.playing.games.earn.cash.rewards.paid.surveys,True,0,0,True,True,True,False,True,False,0,False,False,False,False,False,False,False,0
com.bolt.deliveryclient,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.medium.reader,True,0,0,False,False,False,False,False,False,0,False,False,False,True,True,True,False,0
org.plantnet,True,0,0,False,False,False,False,False,False,0,True,True,False,True,True,False,False,0
cc.skiline.android,True,0,0,False,False,False,False,False,False,0,True,True,False,True,True,False,False,0
com.novelss.weread,True,0,0,True,True,False,False,False,False,0,False,False,False,False,False,False,False,0
doh.health.shield,True,0,0,False,False,False,False,False,False,0,False,False,False,True,True,True,False,0
photoeditor.layout.collagemaker,True,0,0,True,True,False,False,False,False,0,False,False,False,False,False,False,False,0
com.procreate_photoeditor.art,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.ztnstudio.notepad,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.video.light.best.callflash,True,0,0,True,True,False,False,False,False,0,False,False,False,False,False,False,False,0
com.anio.watch,True,0,0,False,False,False,False,False,False,0,True,False,False,False,False,False,False,0
at.post.app,True,0,0,False,False,False,False,False,False,0,False,False,False,True,True,True,False,0
de.hof.fronetic.haro_b2b,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
flipboard.app,True,0,0,True,True,False,False,False,False,0,False,False,False,False,False,False,False,0
com.soundcorset.client.android,True,0,0,False,False,False,False,False,False,0,True,True,False,True,False,False,True,1
at.gv.ooe.app.ooemobilepublic,True,0,0,True,True,True,False,True,False,0,False,False,False,False,False,False,False,0
com.server.auditor.ssh.client,True,1,0,False,False,False,False,False,False,0,True,False,False,False,False,False,False,0
com.karolinaaleksandrova.fastramcleaner,True,0,0,True,True,True,False,True,False,0,True,True,False,False,False,False,False,0
com.gangnam.sister,True,0,0,False,False,False,False,False,False,0,True,True,False,True,True,False,False,0
com.dsrtech.menhairstyles,True,0,0,True,True,True,False,True,False,0,False,False,False,False,False,False,False,0
com.ft.news,True,0,0,True,False,True,True,True,False,0,True,True,False,False,False,False,False,0
com.makeup.photo.grid.salon,True,0,0,True,True,True,False,True,False,0,True,True,False,False,False,False,False,0
com.lufthansa.android.lufthansa,True,0,0,False,False,False,False,False,False,0,True,True,False,True,True,False,False,0
com.makonda.blic,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.hundred.qibla,True,0,0,True,True,True,False,True,False,0,False,False,False,False,False,False,False,0
at.megaplex.android,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
stretching.stretch.exercises.back,True,0,0,True,True,False,False,False,False,0,False,False,False,False,False,False,False,0
com.stylecopy.fans,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.downloadvideo.videodownloadfree21,True,0,0,True,True,False,False,False,False,0,False,False,False,False,False,False,False,0
com.bauermedia.leckertagesrezepte,True,0,0,True,True,False,False,False,False,0,False,False,False,True,True,False,False,0
com.splendapps.splendo,True,0,0,True,True,False,False,False,False,0,True,True,False,False,False,False,False,0
com.okappz.girlywallpapers,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.google.android.apps.docs.editors.slides,True,0,0,True,True,True,False,True,False,0,True,False,False,True,True,True,False,0
com.mcentric.mcclient.FCBWorld,True,0,0,False,False,False,False,False,False,0,True,True,False,True,True,False,False,0
com.dkbcodefactory.banking,True,0,0,True,False,True,False,True,False,0,False,False,False,True,True,False,False,0
com.google.android.youtube,True,0,0,True,True,True,False,True,False,0,True,False,False,True,True,True,False,0
com.outdooractive.naturfreunde,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
proxima.easymoney.android,True,0,0,True,True,True,False,True,False,0,False,False,False,False,False,False,False,0
legsworkout.slimlegs.fatburning.stronglegs,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.dragonplus.animepaint,True,0,0,True,True,False,False,False,False,0,False,False,False,False,False,False,False,0
de.gmx.mobile.android.mail,True,0,0,True,True,False,False,False,False,0,False,False,False,True,True,False,False,0
net.cme.voyo.ro,True,0,0,True,False,True,False,True,False,0,False,False,False,False,False,False,False,0
com.zzkko,True,0,0,True,True,False,False,False,False,0,False,False,False,True,True,True,False,0
com.events.invitation.stylishcardmaker.free,True,0,0,True,True,True,False,True,False,0,True,False,False,False,False,False,False,0
video.downloader.videodownloader,True,0,0,True,True,False,False,False,False,0,False,False,False,False,False,False,False,0
com.file.explorer.manager.space.clean,True,0,0,True,False,True,False,True,False,0,True,True,False,True,True,False,False,0
at.wienerlinien.wienmobillab,True,0,0,True,False,False,False,False,False,0,False,False,False,False,False,False,False,0
de.hafas.android.ooevv,True,0,0,True,False,True,False,True,False,0,False,False,False,True,True,True,False,0
at.quelle.shop,True,0,0,False,False,False,False,False,False,0,False,False,False,True,True,False,False,0
com.amazinglwp.weaponslwp,True,0,0,True,True,True,True,True,False,0,True,True,False,False,False,False,False,0
com.sweetsnap.facecamera.livefilter.selfie.snapchat,True,0,0,True,True,True,False,True,False,0,False,False,False,False,False,False,False,0
com.thetrainline,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
instasaver.videodownloader.photodownloader.repost,True,0,0,True,True,False,False,False,False,0,False,False,False,True,True,True,False,0
com.szyk.myheart,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
rs.mondo.android,True,0,0,True,True,True,False,True,False,0,False,False,False,False,False,False,False,0
com.microsoft.familysafety,True,0,0,True,False,True,False,True,False,0,False,False,False,True,True,False,False,0
com.akaya.akayamedia,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.yantech.zoomerang,True,0,0,True,False,True,False,True,False,0,False,False,False,False,False,False,False,0
com.pixel.art.coloring.color.number.paint.animal,True,0,0,True,True,False,False,False,False,0,True,True,False,False,False,False,False,0
com.blinkslabs.blinkist.android,True,0,0,False,False,False,False,False,False,0,False,False,False,True,True,False,False,0
com.idealista.android,True,0,0,False,False,False,False,False,False,0,False,False,False,True,True,False,False,0
com.mediteo.mobile,True,0,0,False,False,False,False,False,False,0,False,False,False,True,True,True,False,0
com.wetter.androidclient,True,0,0,False,False,False,False,False,False,0,False,False,False,True,True,False,False,0
phonecleaner.androidmaster.cleanupspace.phone.booster,True,0,0,True,True,True,False,True,False,0,False,False,False,False,False,False,False,0
com.deltatre.nfl.gamepass,True,0,0,True,True,True,False,True,False,0,False,False,False,True,True,False,False,0
com.ratelekom.findnow,True,0,0,True,True,False,False,False,False,0,False,False,False,False,False,False,False,0
at.ooelfv.wissenstest,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
photoeditor.makeup.camera.cartoon.selfie.beauty.makeover,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.pregnancyapp.babyinside,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.Plus500,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.mediapro.entertainment.freeringtone,True,0,0,True,True,True,False,True,False,0,True,True,False,False,False,False,False,0
com.tripadvisor.tripadvisor,True,0,0,True,False,True,False,True,False,0,True,False,False,True,True,False,False,0
com.weather.ZWeather,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.google.android.apps.docs.editors.sheets,True,0,0,True,True,True,False,True,False,0,True,False,False,True,True,True,False,0
com.synology.projectkailash,True,0,0,True,True,True,True,True,False,0,False,False,False,False,False,False,False,0
com.collagemaker.photogrid.pipcam,True,0,0,True,True,True,False,True,False,0,True,True,False,False,False,False,False,0
wien.at.live,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
